algorithm,date,day,exam,overflow_students,priority,room,room capacity,room_id,slot_id,status,student ids,students in room,time,total students
greedy,2025-05-31,Saturday,IND333,0,normal,111,66,111,3,scheduled,1820029+202000080+211001020+211002057+221000156+221000246+231000409+231000509+231001495+231001606+231001845+231002052+231002109+232000005,14,14:00-16:00,14
greedy,2025-05-31,Saturday,ARC161,4,normal,114,63,114,3,scheduled,251002581+251002864+241000302+241000393+241000849+251000020+251000056+251000079+251000101+251000174+251000196+251000228+251000241+251000279+251000285+251000287+251000314+231002722+241000326+241000384+241000889+241001928+251000024+251000105+251000261+251000286+251000295+251000372+251000382+251000427+251000522+251000563+251001008+251002551+251000343+251000383+251000394+251000415+251000434+251000510+251000528+251000588+251000616+251000623+251000629+251000779+251000934+251001028+251001043+251001090+251001095+251001099+251001119+251001146+251001228+251001658+251001674+251001685+251002310+251002350+251002388+251002478+251002601,63,14:00-16:00,67
greedy,2025-05-31,Saturday,CHM102,0,normal,116,66,116,3,scheduled,211001974+211002031+221001745+221002059+231000201+231000288+231001540+231001956+231002094+231002208+231002245+241000105+241001313+241002181+241002531+241002609+241002624+242000040+251000053+251000109+251000188+251000247+251000297+251000309+251000310+251000464+251000502+251000539+251000586+251000644+251000817+251000918+251000939+251000970+251001009+251001264+251001268+251001280+251001322+251001404+251001553+251001608+251001872+251002053+251002146+251002173+251002244+251002287+251002425+251002599+251002626+251002644+251002669+251002680+251002765+251002783+251002788+251002802+251002865+251002973+252000097,61,14:00-16:00,61
greedy,2025-05-31,Saturday,ECE424,0,normal,129,68,129,3,scheduled,19105801+221000656+221001740+221001795+231000440+231001513+231002504+241002365,8,14:00-16:00,8
greedy,2025-05-31,Saturday,FINC406,0,normal,132,65,132,3,scheduled,211000709+211000875+211001842+211001883+221000131+221000271+221000312+221000595+221000649+221000679+221000696+221000743+221000860+221001014+221001092+221001214+221001236+221001258+221001333+221001473+221001718+221001940+221001998+221002022+221002026+221002055+221002082+221002121+222000012+222000082+231000027+231000160+231000555+231000791+231001257+231001922+231001991+231002264+231002279+231002411,40,14:00-16:00,40
greedy,2025-05-31,Saturday,CVL311,0,normal,134,66,134,3,scheduled,1710909+202001083+202001705+211000235+241000176+241000397+241000649+241000735+241001591+241002252,10,14:00-16:00,10
greedy,2025-05-31,Saturday,ECEN473,0,normal,138,64,138,3,scheduled,221000275+221000533+221000685+221000850+221000856+221001579+231001109+231002107,8,14:00-16:00,8
greedy,2025-05-31,Saturday,ARC343,0,normal,139,66,139,3,scheduled,1710883+221000240+231000011+231000030+231000044+231000110+231000139+231000223+231000312+231000337+231000340+231000365+231000516+231000530+231000883+231001289+231001576+231002016+231002328+231002370+231002387,21,14:00-16:00,21
greedy,2025-05-31,Saturday,ARUD344,0,normal,142,66,142,3,scheduled,202000161+202000709+211000045+211001617+221000061+221000096+221000145+221000192+221000203+221000396+221001206+221001252+221001276+221001298+221001566+221001596+221001729+221001800+221002199,19,14:00-16:00,19
greedy,2025-05-31,Saturday,MENG446,0,normal,264,35,264,3,scheduled,211001830+221001686+221002233,3,14:00-16:00,3
greedy,2025-05-31,Saturday,ECON405,0,normal,265,35,265,3,scheduled,221000924,1,14:00-16:00,1
greedy,2025-05-31,Saturday,AIS201,38,normal,52,33,52,3,scheduled,211000633+211000782+211001524+211001864+211001892+221001050+221002164+231000018+231000053+231000274+231000291+231000669+231001151+231001306+231001486+231001648+231002171+231002718+241000017+241000027+241000050+241000072+241000165+241000304+241000339+241000343+241000352+241000359+241000375+241000412+241000416+241000428+241000431,33,14:00-16:00,71
greedy,2025-05-31,Saturday,CHM111,0,normal,53,33,53,3,scheduled,1610387+18101558+18101953+231000084+231000435+231000476+231002091+231002104+241000884+251000231+251000328+251000534+251000599+251001118+251001149+251001260+251001297+251001867+251002004+251002303+251002321+251002546,22,14:00-16:00,22
greedy,2025-05-31,Saturday,MTH216,199,high,7,33,7,3,scheduled,231000286+231000882+231002670+241000070+241000074+241000206+241000253+241000347+241000388+241000389+241000409+241000415+241000446+241000450+241000603+241000709+241000821+241000822+241000894+241000945+241000974+241001059+231000415+231001255+231001946+231002512+241000307+241000433+241000553+241000593+241000626+241000629+241000767,33,14:00-16:00,232
greedy,2025-05-31,Saturday,CSCI205,19,normal,8,33,8,3,scheduled,202000703+202001647+211001917+221000010+221000507+221001410+221001931+231000405+231000649+231000707+231000962+231001048+231001085+231001146+231001447+241000078+241000271+241000298+241000395+241000552+241000680+241000710+241000814+241001101+241001290+241001296+241001532+241001655+241001659+241001668+241001784+241001804+241001874,33,14:00-16:00,52
greedy,2025-05-31,Saturday,FINC305,14,normal,9,33,9,3,scheduled,18100648+18101510+19100200+19106361+202001301+202001582+202002858+211000023+211000143+211000377+211001260+211001386+211001855+221000485+221000522+221000729+221000937+221002169+231000566+231001348+231001680+231001779+231001808+231001815+231001972+231002058+231002078+231002123+231002220+231002304+231002366+231002392+231002393,33,14:00-16:00,47
greedy,2025-06-01,Sunday,SSCI201,74,normal,1,33,1,4,scheduled,202003118+211000239+211000699+211001723+211001828+211001949+221000012+221000067+221000072+221000086+221000123+221000127+221000134+221000147+221000280+221000318+221000406+221000570+221000587+221000637+221000645+221000703+221000759+221000770+221000832+221001005+221001022+221001025+221001213+221001237+221001263+221001455+221001456,33,08:00-10:00,107
greedy,2025-06-01,Sunday,MICR405,50,normal,104,65,104,4,scheduled,202000579+221000064+221000256+221000704+221000789+221000830+221001189+221001233+221001457+221001478+221001485+221001503+221001546+221001673+221001724+221001727+221001764+221001803+221001830+221001841+221001881+221001907+221001928+221001934+221001941+221001972+221001984+221002011+221002054+221002128+221002132+221002152+221002192+222000063+222000076+222000108+222000121+231000461+231000780+231000822+231000880+231000947+231001113+231001130+231001221+231001245+231001285+231001355+231001726+231001824+231002053+231002139+231002223+221000014+221000484+221001165+221001273+221001439+221001515+221001516+221001531+221001597+221001728+221001734+221001760,65,08:00-10:00,115
greedy,2025-06-01,Sunday,IND324,0,normal,106,64,106,4,scheduled,1820029+202002077+202002999+211001020+221000156+221000209+221002056+231000409+231000509+231001495+231001606+231001845+231001962+231002052+231002086+231002532+232000005,17,08:00-10:00,17
greedy,2025-06-01,Sunday,MATH201B,151,high,110,62,110,4,scheduled,202000441+231002764+241001684+241001777+241001802+241002166+242000044+251000028+251000121+251000147+251000220+251000268+251000338+251000354+251000388+251000408+251000432+251000449+251000465+251000519+251000521+251000564+251000628+251000645+251000869+251000890+251001113+251001155+251001208+251001435+251001445+251001510+251001549+251001589+251001609+251001810+251001813+251001841+251001901+251001920+251001921+251001955+251002189+251002289+251002518+251002609+251002679+251002751+251002807+251002808+251002840+251002988+202002173+221001674+221001894+221002126+241000049+241001583+242000004+242000014+251000045+251000058,62,08:00-10:00,213
greedy,2025-06-01,Sunday,CBIO312,0,normal,111,66,111,4,scheduled,221000165+221000443+221000509+221000582+221000689+221001449+221001939+221001980+221002117+231000596+231000660+231000770+231000951+231001071+231001218+231001231+231001347+231001403+231001407+231001581+231001725+231001817+231001837+231001872+231001933+231001982+231002006+231002025+231002188+231002400+241002087,31,08:00-10:00,31
greedy,2025-06-01,Sunday,MATH111,0,normal,114,63,114,4,scheduled,211001802+211001917+231000405+231000707+231000866+241000451+241001413+241001573+241001691+241002254+241002342+241002521+241002603+242000059,14,08:00-10:00,14
greedy,2025-06-01,Sunday,MATH110B,0,normal,116,66,116,4,scheduled,202001301+211000318+221000341+231002108+231002349+241000660+241000718+241001623+241002043+241002044+241002095+241002227+241002250+241002454+251000265+251000353+251000438+251000527+251000776+251000908+251001142+251001233+251001709+251001752+251001953+251002112+251002296+251002383+251002397+251002421+251002536+251002573+251002681+251002789+251002817+251002836+251002985+251002987+252000010+252000012,40,08:00-10:00,40
greedy,2025-06-01,Sunday,ARC233,0,normal,129,68,129,4,scheduled,241000044+241000064+241000073+241000113+241000194+241000272+241000317+241000376+241000586+241000602+241000636+241000641+241000662+241000801+241000819+241000883+241000889+241001134+241001273+241001278+241001629+241001928+241001947+241002157+241002175+241002210+241002281+241002327+241002528+241002593+241002622,31,08:00-10:00,31
greedy,2025-06-01,Sunday,ARC477,0,normal,132,65,132,4,scheduled,221000240+231000011+231000030+231000044+231000110+231000223+231000312+231000337+231000340+231000365+231000516+231000883+231001289+231001576+231002016+231002328+231002370+231002387,18,08:00-10:00,18
greedy,2025-06-01,Sunday,CVL412,0,normal,134,66,134,4,scheduled,231000476+231001062,2,08:00-10:00,2
greedy,2025-06-01,Sunday,MNG373,0,normal,138,64,138,4,scheduled,221000591+231000269+231001632+231001910,4,08:00-10:00,4
greedy,2025-06-01,Sunday,ARUD363,0,normal,139,66,139,4,scheduled,202000161+211000045+211001617+221000061+221000096+221000145+221000192+221000203+221000396+221001206+221001252+221001276+221001298+221001566+221001596+221001729+221001800+221002199,18,08:00-10:00,18
greedy,2025-06-01,Sunday,MATH113/MATH211,235,high,52,33,52,4,scheduled,221001826+221001931+231000525+231000582+231001124+231001126+231001217+231001524+231001961+241000106+241000289+241000431+241000703+241000763+241000935+241000977+241001031+241001289+241001384+241001397+241001581+251001253+251001325+251001343+251001453+251001465+251001509+251001511+251001532+251001551+251001565+251001579+251001580,33,08:00-10:00,268
greedy,2025-06-01,Sunday,ECE252,78,normal,53,33,53,4,scheduled,202002745+221000005+221000564+231000477+231001097+231001184+231001696+231002026+241000079+241000232+241000309+241000316+241000347+241000400+241000415+241000514+241000608+241000709+241000736+241000822+241000960+241000974+241001130+241001158+241001198+241001225+241001253+241001291+241001321+241001340+241001341+241001364+241001390,33,08:00-10:00,111
greedy,2025-06-01,Sunday,ECE151,439,high,7,33,7,4,scheduled,251001664+251001826+251001844+251001870+251001962+251002004+251002111+251002234+251002303+251002331+251002350+251002372+251002506+251002772+251002814+251003007+251003008+251003009+251003010+251003011+231000048+231000415+251001755+251001944+251001966+251001998+251002017+251002136+251002157+251002206+251002226+251002243+251002531,33,08:00-10:00,472
greedy,2025-06-01,Sunday,BSAD401,88,normal,8,33,8,4,scheduled,18100900+202000870+211001653+211001826+221000214+221000307+221000649+221001292+221001626+221001713+221001852+221001940+221002211+221002250+222000132+231000013+231000025+231000037+231000043+231000098+231000185+231000208+231000328+231000401+231000449+231000512+231000566+231000578+231000662+231000665+231000766+231000811+231000838,33,08:00-10:00,121
greedy,2025-06-01,Sunday,CSCI313,25,normal,9,33,9,4,scheduled,231000900+231000957+231001048+231001075+231001111+231001151+231001166+231001223+231001339+231001352+231001560+231001623+231001648+231001649+231001796+231002030+231002502+231002716+231002792+19100540+19105040+202000665+202000853+202000920+211001634+211001695+211002166+221000883+221000917+221001055+221001073+221001386+221001397,33,08:00-10:00,58
greedy,2025-06-01,Sunday,CSCI208,262,high,1,33,1,5,scheduled,241000437+241000538+241000686+241000867+241000934+241000944+241000947+241001048+241001067+241001088+241001104+241001110+241001144+241001162+241001178+241001207+241001238+241001312+241001328+241001362+241001405+241000750+241000758+241000768+241000882+241000935+241000985+241001101+241001108+241001111+241001112+241001220+241001280,33,10:00-12:00,295
greedy,2025-06-01,Sunday,CSC101/CSC111,12,normal,104,65,104,5,scheduled,251002835+251002838+251002850+251002854+251002915+251003040+251003048+252000001+252000002+252000003+252000006+252000009+252000011+252000018+252000019+252000026+252000029+252000050+252000051+251001680+251001682+251001721+251001743+251001767+251001801+251001929+251001938+251001963+251001970+251001996+251002117+251002145+251002302+251002341+251002361+251002436+251002451+251002494+251002507+251002508+251002515+251002524+251002539+251002554+251002611+251002649+251002668+251002689+251002737+251002752+251002770+251002790+251002801+251002805+251002810+251002830+251002832+231000707+231001966+241000430+241000716+241001005+241002230+241002265+251000205,65,10:00-12:00,77
greedy,2025-06-01,Sunday,MATH103B,15,normal,106,64,106,5,scheduled,202000250+202001715+211000703+211001886+211002032+211002101+221000064+221000417+221000484+221000545+221000692+221000704+221000836+221000906+221000946+221001140+221001233+221001278+221001282+221001396+221001475+221001481+221001485+221001516+221001597+221001731+221001764+221001787+221001803+221001874+221001876+221001886+221001907+221001933+221001934+221001972+221002011+221002054+221002058+221002128+221002134+222000063+222000072+231000695+202000925+211000170+211002065+221000052+221000256+221000392+221000720+221000789+221000830+221001041+221001165+221001273+221001429+221001439+221001457+221001503+221001666+221001673+221001678+221001719,64,10:00-12:00,79
greedy,2025-06-01,Sunday,AIS431,0,normal,110,62,110,5,scheduled,202001369+211000075+211001466+211001892+211002132+221000001+221000024+221000043+221000062+221000072+221000086+221000117+221000123+221000142+221000147+221000166+221000241+221000267+221000318+221000347+221000348+221000410+221000432+221000570+221000645+221000681+221000703+221000728+221000744+221000759+221000770+221000828+221000832+221000927+221001050+221001055+221001199+221001237+221001265+221001347+221001421+221001470+221001493+221001520+221001554+221001565+221001592+221001619+221001646+221001647+221001701+221001704+221001792+221001815+221001882+221002051+222000111+231000380+231000470+231000650+231001426+241000268,62,10:00-12:00,62
greedy,2025-06-01,Sunday,IENG345,0,normal,111,66,111,5,scheduled,1820029+202000064+202000111+202000353+202000580+202001887+202002999+211000122+211001131+211002057+211002233+221000074+221000156+221000745+221002056+231000509,16,10:00-12:00,16
greedy,2025-06-01,Sunday,BMD404,0,normal,114,63,114,5,scheduled,202000096+202001249+202001377+202001870+211001802+211001973+221000471+221000697+221000746+221000755+221000961+221000994+221001120+221001128+221001213+221001244+221001465+221001505+221001547+221001548+221001618+221001630+221001633+221001665+221001682+221001688+221001717+221001923+221001947+221001958+221002092+221002111+221002200,33,10:00-12:00,33
greedy,2025-06-01,Sunday,CVL231,0,normal,116,66,116,5,scheduled,221001657+221002246+231001377+241000176+241000397+241000649+241000735+241000843+241001118+241001591+241001830+241002252+251001118+251001867,14,10:00-12:00,14
greedy,2025-06-01,Sunday,CVL315,0,normal,129,68,129,5,scheduled,18101994+202002592+202003118+211000235+211001701+212002435+231000002+231000355+231000476+231000667+231000796+231001062+231002721,13,10:00-12:00,13
greedy,2025-06-01,Sunday,HUMA203,0,normal,132,65,132,5,scheduled,251000172+251000473+251000600+251000889+251001913+251001934+251002237+251002348+251002510+251002519+251002591+251002618+251002933,13,10:00-12:00,13
greedy,2025-06-01,Sunday,HUM103,3,normal,134,66,134,5,scheduled,251000261+251000279+251000285+251000286+251000287+251000295+251000343+251000372+251000382+251000383+251000394+251000415+251000427+251000434+251000510+251000522+251000528+231002722+241000302+241000326+241000384+241000393+241000849+251000020+251000024+251000056+251000079+251000101+251000105+251000174+251000175+251000196+251000223+251000228+251000241+251000563+251000588+251000616+251000623+251000629+251000726+251000779+251000934+251001008+251001028+251001043+251001090+251001095+251001099+251001119+251001146+251001228+251001581+251001658+251001674+251001685+251002310+251002350+251002388+251002478+251002551+251002581+251002601+251002613+251002698+251002864,66,10:00-12:00,69
greedy,2025-06-01,Sunday,ARC222,0,normal,138,64,138,5,scheduled,241000801+241000819+241000883+241001134+241001273+241001278+241001629+241001928+241002157+241002175+241002210+241002281+241002327+241002593+241002622+221000084+231000645+241000044+241000064+241000073+241000113+241000194+241000272+241000317+241000376+241000586+241000602+241000636+241000641+241000662,30,10:00-12:00,30
greedy,2025-06-01,Sunday,ECE335,18,normal,52,33,52,5,scheduled,202001153+202001328+211000107+211000706+211000964+211001081+211001192+221000275+221000379+221000529+221000533+221000656+221001579+221001795+221002221+231000075+231000112+231000258+231000275+231000440+231000577+231000626+231000722+231000730+231000814+231000845+231001032+231001064+231001069+231001070+231001102+231001109+231001125,33,10:00-12:00,51
greedy,2025-06-01,Sunday,MNG232,68,normal,53,33,53,5,scheduled,241000318+241000805+241000990+241001098+241001103+241001125+241001172+241001212+241001246+241001263+241001288+241001430+241001461+241001509+241001519+241001575+241001635+241001644+241001687+241001757+241001833+241001838+241001884+241001934+241001949+241001973+241001985+241001990+241001991+241001997+241002016+241002070+241002084,33,10:00-12:00,101
greedy,2025-06-01,Sunday,CSCI417,252,high,7,33,7,5,scheduled,221001026+221001386+221001943+221002127+222000112+231000088+231000165+231000399+231000402+231000568+231000644+231000654+231000678+231000705+231000719+231000755+231000762+231000810+231000818+231000853+231000894+231000899+231000936+1610387+19106025+202000023+202001160+211001695+211001824+221000917+221001625+221001781+221001836,33,10:00-12:00,285
greedy,2025-06-01,Sunday,MTH112,295,high,8,33,8,5,scheduled,251000313+251000348+251000403+251000584+251000719+251000754+251000765+251000816+251000943+251000968+251001007+251001111+251001148+251001168+251001285+251001288+251001349+251001436+251001443+251001500+251001525+251001559+251001564+251000643+251000936+251000946+251001023+251001112+251001182+251001196+251001290+251001297+251001324,33,10:00-12:00,328
greedy,2025-06-01,Sunday,NSCI103,35,normal,9,33,9,5,scheduled,241001498+241001580+241001913+241001988+241002425+241002457+241002508+241002557+241002703+251000908+202001932+202002734+211001057+211001101+221000497+221001214+221001292+221001739+222000074+222000142+231000263+231000328+231000377+231000460+231000594+231001262+231001666+231001808+231001809+231001965+231001972+231002220+231002279,33,10:00-12:00,68
greedy,2025-06-01,Sunday,CSCI217,273,high,1,33,1,6,scheduled,241001482+241001489+241001501+241001522+241001566+241001605+241001609+241001645+241001670+241001738+241001741+241001792+241001810+241001829+241001866+241001878+241001898+241001924+241002015+241002019+241002066+241002067+241002101+241001979+241002023+241002029+241002102+241002173+241002182+241002311+241002438+241002479+241002595,33,12:00-14:00,306
greedy,2025-06-01,Sunday,APBI101,13,normal,104,65,104,6,scheduled,211000558+211002071+221000692+221001845+221001874+221001883+221001892+231000406+231000689+231000690+231000822+231000832+231001190+231001474+231001540+231001580+231001726+231001793+231002075+231002178+231002236+231002657+241002017+241002473+241002516+241002531+242000040+251000053+251000109+251000188+251000247+251000309+251000310+251000464+251000502+251000539+251000644+251000817+251000918+251000939+251000970+251001264+251001280+251001322+251001404+251001553+251001608+251001872+251002053+251002146+251002244+251002287+251002599+251002644+251002669+251002680+251002765+251002783+251002865+252000097+221001597+221001734+221002059+231000201+231001207,65,12:00-14:00,78
greedy,2025-06-01,Sunday,MNG321,32,normal,106,64,106,6,scheduled,231000710+231000714+231000724+231000799+231000884+231000949+231000971+231000987+231001011+231001076+231001078+231001145+231001201+231001205+231001357+231001566+231001569+231001589+231001667+231001672+231001732+231001757+231001801+231001816+231001881+231001903+231001913+231001990+231001997+231002076+231002095+231002106+231002116+231002196+231002206+231002232+231002257+231002357+231002757+241000657+241000887+18101248+19105748+202002281+202002791+211000819+211001963+221000037+221000071+221000243+221000244+221000315+221000400+221000630+221000653+221000896+221001162+221001676+221001683+221001746+221002025+221002097+231001405+231002059,64,12:00-14:00,96
greedy,2025-06-01,Sunday,CVL411,0,normal,110,62,110,6,scheduled,18101487+18101953+18101994+19100948+202001083+202001155+202002592+202003118+211001701+221000377+221001750+231000002+231000355+231000476+231000667+231000796+231001062,17,12:00-14:00,17
greedy,2025-06-01,Sunday,IND323,0,normal,111,66,111,6,scheduled,1820029+202002077+211001020+211001131+211002057+221000074+221000246+221000745+221002263+231000409+231000509+231001495+231001606+231001845+231002532+232000005,16,12:00-14:00,16
greedy,2025-06-01,Sunday,AIS462,0,normal,114,63,114,6,scheduled,211001298+211001466+211001892+211002194+221000001+221000002+221000117+221000348+221000410+221000424+221001055+221001099+221001237+221001347+221001524+221001592+221002051+222000111,18,12:00-14:00,18
greedy,2025-06-01,Sunday,ECEN456,0,normal,116,66,116,6,scheduled,19105801+221000529+221000656+221000685+221000850+221000856+221001740+221001795+231000626+231001513+231001945,11,12:00-14:00,11
greedy,2025-06-01,Sunday,CVL331,0,normal,129,68,129,6,scheduled,221001657+231002091+231002104+241000176+241000397+241000649+241000735+241000737+241000843+241001118+241001591+241001830+241002252+251001118,14,12:00-14:00,14
greedy,2025-06-01,Sunday,CSCI455,0,normal,132,65,132,6,scheduled,211000449+211000837+212002431+221000268+221000354+221001851+221001943+221001951,8,12:00-14:00,8
greedy,2025-06-01,Sunday,FINC408,0,normal,134,66,134,6,scheduled,202000274+211000709+211000875+211001842+211001883+221000018+221000823+221000860+221001031+221001718+221001998+221002022+221002026+221002121+222000082+231000106+231000328+231000594+231000965+231001058+231001121+231001991+231002207+231002337+231002350+231002376+241001213,27,12:00-14:00,27
greedy,2025-06-01,Sunday,ECEN111,55,normal,138,64,138,6,scheduled,251000057+251000060+251000077+251000138+251000139+251000177+251000289+251000341+251000433+251000473+251000492+251000496+251000503+251000520+251000531+251000595+251000600+251000630+251000665+251000715+251000769+251000795+251000975+251001011+251001039+251001061+251001110+251001126+251001156+251001179+251001180+251001201+251001262+251001320+251001354+251001357+251001391+251001397+251001452+251001481+251001547+251001567+251001625+251001651+251001940+251001972+251001981+251001997+251002047+251002048+251002185+251002309+251002417+251002462+251002474+251002738+251002750+251002763+251002816+251002977+251000118+251000145+251000169+251000294,64,12:00-14:00,119
greedy,2025-06-01,Sunday,ECE213,111,normal,52,33,52,6,scheduled,211000230+221000556+231000459+231001964+231001971+231002504+231002670+241000070+241000074+241000253+241000347+241000365+241000388+241000389+241000415+241000450+241000465+241000603+241000709+241000821+241000822+241000894+241000974+241001062+241001122+241001127+241001193+241001198+241001226+241001253+241001321+241001393+241001477,33,12:00-14:00,144
greedy,2025-06-01,Sunday,MATH100,52,normal,53,33,53,6,scheduled,251002524+251002528+251002554+251002629+251002682+251002689+251002745+251002752+251002801+251002810+251002838+251002846+251002850+251002854+251002860+251002927+251002928+251002933+251003040+252000002+252000006+241002524+251000229+251000580+251000783+251000924+251000999+251001721+251001867+251001913+251001934+251001996+251002073,33,12:00-14:00,85
greedy,2025-06-01,Sunday,CSCI451,87,normal,7,33,7,6,scheduled,221002164+222000008+231000010+231000033+231000045+231000107+231000119+231000137+231000222+231000241+231000272+231000276+231000281+231000310+231000313+231000343+231000380+231000491+231000514+231000567+231000620+231000705+231000755+231000774+231000792+231000818+231000915+231000939+231000941+231000968+231001000+231001030+231001096,33,12:00-14:00,120
greedy,2025-06-01,Sunday,MOIT301,169,high,8,33,8,6,scheduled,1610751+19106361+202002644+211000573+211001175+221000181+221000341+221001660+221001674+231000803+231001785+241000049+241000660+241000718+241002486+251000164+251000168+251000216+251000264+251001221+251001408+251002043+18100594+18101510+18102402+18102589+19104642+19105751+202001301+202002319+202002459+211000961+211001097,33,12:00-14:00,202
greedy,2025-06-01,Sunday,MTH214,7,normal,9,33,9,6,scheduled,19100615+202000064+202000080+202001106+202002146+211000136+221000016+221000158+221000821+221001401+221001408+222000018+231000046+231000294+231000413+231000895+231001609+241000040+241000123+241000316+241000590+241000799+241000824+241000949+241001243+241001300+241001526+241001912+241002072+241002119+241002121+241002635+241002656,33,12:00-14:00,40
greedy,2025-06-01,Sunday,CSCI419,255,high,1,33,1,7,scheduled,19105329+19106175+202000920+202002082+211000140+211000420+211002166+221000427+222000112+231000012+231000173+231000368+231000369+231000521+231000562+231000574+231000615+231000616+231000621+231000625+231000636+231000697+231000711+231000778+231000786+231000797+231000856+231000894+231000910+231000940+231000958+231000995+231001040,33,14:00-16:00,288
greedy,2025-06-01,Sunday,ACCT303,6,normal,104,65,104,7,scheduled,18100900+19100200+19105734+202001032+202002391+202002563+202002646+202002991+211000017+211000023+211000377+211000410+211001057+211001827+211002044+221000054+221000091+221000139+221000181+221000201+221000271+221000334+221000438+221000485+221000595+221000649+221000696+221000724+221000743+221000784+221000848+221000860+221001014+221001092+221001256+221001258+221001332+221001337+221001538+221001552+221001555+221001722+221001739+221001853+221001940+221001998+221002026+221002073+221002082+231000029+231000106+231000221+231000328+231000555+231000578+231000594+231000766+231000791+231000965+231001127+231001605+231001718+231001922+231002110+231002158,65,14:00-16:00,71
greedy,2025-06-01,Sunday,APBI102,14,normal,106,64,106,7,scheduled,211000558+221001481+221001516+221001728+221001734+221001745+222000076+222000159+231000406+231000777+231000779+231000832+231000843+231001261+231001460+231001529+231001582+231001684+231001726+231001739+231001824+231002015+231002139+231002140+231002178+231002183+231002233+231002265+231002299+231002314+231002744+241001652+241002520+251000053+251000188+251000297+251000310+251000464+251000539+251000644+251000918+251000939+251000970+251001280+251001404+251001553+251001608+251001872+251002053+251002146+251002173+251002244+251002287+251002599+251002626+251002669+251002788+252000097+231000050+231000822+231001200+231001220+231001643+231001746,64,14:00-16:00,78
greedy,2025-06-01,Sunday,PHY111,0,normal,110,62,110,7,scheduled,251001767+251001870+251001946+251002070+251002105+251002194+251002649+251002811+251002983+252000001+252000003+252000004+252000005+252000007+252000009+252000026+252000030+252000033+252000050+252000062+241002128+241002635+242000056+251000037+251000043+251000098+251000116+251000214+251000223+251000256+251000393+251000495+251000631+251000768+251000770+251000810+251000824+251000877+251000892+251000895+251001022+251001159+251001679+251001691+251002378+251002382+251002420+251002488+251002507+251002621+251002843+18100713+221000229+231000895+241000302+241000384+241000791+241000799+241000815+241001046,60,14:00-16:00,60
greedy,2025-06-01,Sunday,MATH203I,0,normal,111,66,111,7,scheduled,241000412+241000677+241000678+241000687+241000790+241000795+241000899+241000944+241001097+241001181+241001589+241001683+241001734+241002046+241002071+241002092+211000093+221000024+221000043+221000086+221000147+221000703+221001347+221001493+231000038+231000137+231000847+231001438+241000050+241000165+241000304+241000359+241000375,33,14:00-16:00,33
greedy,2025-06-01,Sunday,CBIO314,0,normal,114,63,114,7,scheduled,202001617+221000165+221000198+221000509+221001066+221001224+221001266+221001360+221001449+221001883+221001888+221001902+221001933+221001955+221002030+221002152+222000121+231000596+231000660+231000770+231000951+231001218+231001231+231001407+231001581+231001817+231001837+231001872+231001982+231002025+231002188+231002256+231002400,33,14:00-16:00,33
greedy,2025-06-01,Sunday,PHY111/PHYS002,0,normal,116,66,116,7,scheduled,241001066+241001748+241002053+251000031+251000040+251000093+251000158+251000225+251000306+251000335+251000534+251000599+251000661+251000822+251001040+251001047+251001065+251001119+251001300+251001765+221002041+221001711+221002008,23,14:00-16:00,23
greedy,2025-06-01,Sunday,MKTG405,0,normal,129,68,129,7,scheduled,1510203+202000297+211000471+211001387+221000124+221000126+221000221+221000238+221000258+221000381+221000389+221000497+221000816+221000824+221000910+221001412+221001462+221001537+221001810+221001852+221001978+221002087+221002109+221002211+221002240+221002255+221002256+231000184,28,14:00-16:00,28
greedy,2025-06-01,Sunday,IENG324,0,normal,132,65,132,7,scheduled,202000111+202000580+202001887+211001131+211002057+211002233+221000074+221000209+221000246+221000745+221002263,11,14:00-16:00,11
greedy,2025-06-01,Sunday,MENG327,0,normal,134,66,134,7,scheduled,221000400+221000630+221000653+221000962+221001022+221001162+221001455+221001676+221001683+221001746+221002025+221002097+241002244+18102051+19105748+202002146+202002372+202002791+211000208+211001963+221000012+221000037+221000071+221000127+221000243+221000244+221000315,27,14:00-16:00,27
greedy,2025-06-01,Sunday,CVL211,0,normal,138,64,138,7,scheduled,211001942+221000377+221001657+221002246+231002091+231002104+241000737+241000884+241001118+241001830+251000328+251001118+251001149+251001260+251001297+251001602+251002004+251002303+251002321+251002546,20,14:00-16:00,20
greedy,2025-06-01,Sunday,CVL334,0,normal,139,66,139,7,scheduled,1710909+18101994+202001083+202001155+202001705+211000235+211001701+221001750+231000002+231000355+231000667+231000796+231002721+251001999,14,14:00-16:00,14
greedy,2025-06-01,Sunday,IND252,3,normal,52,33,52,7,scheduled,19100320+19100478+202000064+202000346+202000548+202001860+202002077+202002999+211000122+211000876+212002435+221000156+221000476+221001671+221002056+231000009+231000435+231000509+231001386+231001962+231002052+231002086+231002532+241000053+241000132+241000164+241000258+241000265+241000722+241000881+241000980+241001136+241001540,33,14:00-16:00,36
greedy,2025-06-01,Sunday,PHY111/PHYS001,0,normal,53,33,53,7,scheduled,202002142+211000136+221000033+221001763+231000046+231000048+231000331+231000413+231000523+231001552+231001959+241000316+241000418+241000486+241000590+241000833+241000889+241001025+241001300+241001607+241002119+19106013,22,14:00-16:00,22
